Article,Summary,Authors,Date,Access,Figure,Link paper,TCR,BCR,T CELL,B CELL,NKC,CD4,CD8,DEEP LEARNING,MACHINE LEARNING,ML,DL,CNN,LSTM,HLA
The microRNA miR-31 inhibits CD8+ T cell function in chronic viral infection,"Wucherpfennig and colleagues show that the microRNA miR-31 increases the sensitivity of T cells to type I interferons, which interferes with effector T cell function during chronic infection.",Howell F MoffettAdam N R CartwrightKai W Wucherpfennig,22 May 2017,Payed Access,https://media.springernature.com/w290h158/springer-static/image/art%3A10.1038%2Fni.3755/MediaObjects/41590_2017_Article_BFni3755_Fig1_HTML.jpg,https://www.nature.com/articles/ni.3755,1,0,1,0,0,0,1,0,0,0,0,0,0,0
Dendritic cells enter lymph vessels by hyaluronan-mediated docking to the endothelial receptor LYVE-1,Jackson and colleagues show that dendritic cells transit to the lumen of lymphatic vessels through hyaluronan-mediated interactions with the endothelial receptor LYVE-1.,Louise A JohnsonSuneale BanerjiDavid G Jackson,15 May 2017,Payed Access,https://media.springernature.com/w290h158/springer-static/image/art%3A10.1038%2Fni.3750/MediaObjects/41590_2017_Article_BFni3750_Fig1_HTML.jpg,https://www.nature.com/articles/ni.3750,0,0,1,0,0,0,1,0,0,0,0,0,0,0
The transcriptional coactivator TAZ regulates reciprocal differentiation of TH17 cells and Treg cells,Hippo signaling controls cell and tissue growth. Geng et al. show that Hippo signaling is required for TH17 cell differentiation but inhibits Treg cell differentiation.,Jing GengShujuan YuLanfen Chen,15 May 2017,Payed Access,https://media.springernature.com/w290h158/springer-static/image/art%3A10.1038%2Fni.3748/MediaObjects/41590_2017_Article_BFni3748_Fig1_HTML.jpg,https://www.nature.com/articles/ni.3748,0,0,1,0,0,0,0,0,0,0,0,0,0,0
YAP antagonizes innate antiviral immunity and is targeted for lysosomal degradation through IKKɛ-mediated phosphorylation,Intracellular detection of viral invasion triggers activation of the transcription factor IRF3 and antiviral interferon production. Fangfang Zhou and colleagues report that the transcription regulator YAP in the host restrains this process by preventing inadvertent spontaneous dimerization of IRF3 and its translocation to the nucleus.,Shuai WangFeng XieFangfang Zhou,08 May 2017,Payed Access,https://media.springernature.com/w290h158/springer-static/image/art%3A10.1038%2Fni.3744/MediaObjects/41590_2017_Article_BFni3744_Fig1_HTML.jpg,https://www.nature.com/articles/ni.3744,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mice deficient in NRROS show abnormal microglial development and neurological disorders,Microglia are the tissue-resident macrophages of the brain. Ouyang and colleagues show the ER-resident transmembrane protein NRROS is necessary for proper development and function of microglia. Mice lacking NRROS exhibit neurologic defects and die prematurely.,Kit WongRajkumar NoubadeWenjun Ouyang,01 May 2017,Payed Access,https://media.springernature.com/w290h158/springer-static/image/art%3A10.1038%2Fni.3743/MediaObjects/41590_2017_Article_BFni3743_Fig1_HTML.jpg,https://www.nature.com/articles/ni.3743,0,0,0,0,0,1,0,0,0,0,0,0,0,0
S100-alarmin-induced innate immune programming protects newborn infants from sepsis,"Neonates are thought to have impaired immune responses, yet, paradoxically, they can also demonstrate hyperinflammation. Ulas et al. show that a neonatal burst of the alarmins S100A8 and S100A9 activates a distinct innate immune response without dangerous hyperinflammation.",Thomas UlasSabine PirrDorothee Viemann,01 May 2017,Payed Access,https://media.springernature.com/w290h158/springer-static/image/art%3A10.1038%2Fni.3745/MediaObjects/41590_2017_Article_BFni3745_Fig1_HTML.jpg,https://www.nature.com/articles/ni.3745,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Brown-adipose-tissue macrophages control tissue innervation and homeostatic energy expenditure,Macrophages serve important functions in defense and tissue homeostasis. Jung and colleagues demonstrate that a resident population of macrophages controls the innervation of brown adipose tissue and thereby regulates energy use.,Yochai WolfSigalit Boura-HalfonSteffen Jung,01 May 2017,Payed Access,https://media.springernature.com/w290h158/springer-static/image/art%3A10.1038%2Fni.3746/MediaObjects/41590_2017_Article_BFni3746_Fig1_HTML.jpg,https://www.nature.com/articles/ni.3746,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Identification of subepithelial mesenchymal cells that induce IgA and diversify gut microbiota,"IgA is necessary for maintaining gut homeostasis, and its production depends on microbial sampling by the gut-associated lymphoid tissue (GALT). Takayanagi and colleagues identify a novel population of mesenchymal cells in the GALT that control M cell differentiation and function of gut epithelium.",Kazuki NagashimaShinichiro SawaHiroshi Takayanagi,24 Apr 2017,Payed Access,https://media.springernature.com/w290h158/springer-static/image/art%3A10.1038%2Fni.3732/MediaObjects/41590_2017_Article_BFni3732_Fig1_HTML.jpg,https://www.nature.com/articles/ni.3732,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Vitamin A mediates conversion of monocyte-derived macrophages into tissue-resident macrophages during alternative activation,Loke and colleagues show that vitamin A is required for the conversion of interleukin 4 (IL-4)-activated monocyte-derived macrophages into macrophages with a tissue-resident phenotype in the peritoneal cavity and in S. mansoni–induced liver granulomas in mice.,Uma Mahesh GundraNatasha M GirgisP'ng Loke,24 Apr 2017,Payed Access,https://media.springernature.com/w290h158/springer-static/image/art%3A10.1038%2Fni.3734/MediaObjects/41590_2017_Article_BFni3734_Fig1_HTML.jpg,https://www.nature.com/articles/ni.3734,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A self-sustained loop of inflammation-driven inhibition of beige adipogenesis in obesity,Obesity is commonly accompanied by inflammatory responses in white adipose tissues. Chavakis and colleagues identify a vicious cycle involving α4 integrins and the adhesion molecule VCAM-1 that promotes inflammatory macrophage–adipocyte interactions and suppresses beige adipogenesis.,Kyoung-Jin ChungAntonios ChatzigeorgiouTriantafyllos Chavakis,17 Apr 2017,Payed Access,https://media.springernature.com/w290h158/springer-static/image/art%3A10.1038%2Fni.3728/MediaObjects/41590_2017_Article_BFni3728_Fig1_HTML.jpg,https://www.nature.com/articles/ni.3728,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Maintenance of the marginal-zone B cell compartment specifically requires the RNA-binding protein ZFP36L1,Turner and colleagues show that the RNA-binding protein ZFP36L1 regulates a post-transcriptional hub that determines the identity of marginal-zone B cells by promoting their localization and survival.,Rebecca NewmanHelena AhlforsMartin Turner,10 Apr 2017,Payed Access,https://media.springernature.com/w290h158/springer-static/image/art%3A10.1038%2Fni.3724/MediaObjects/41590_2017_Article_BFni3724_Fig1_HTML.jpg,https://www.nature.com/articles/ni.3724,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Antagonism of B cell enhancer networks by STAT5 drives leukemia and poor patient survival,Transcription factors compete for superenhancer sites and have antagonist functions. Farrar and colleagues identify regulatory competition between STAT5 and IKAROS or NF-κB in B cells and show that the ratio of STAT5 to IKAROS or to NF-κB can serve as a prognostic marker of disease severity of the leukemia B-ALL.,Casey D S KaterndahlLynn M Heltemes-HarrisMichael A Farrar,03 Apr 2017,Payed Access,https://media.springernature.com/w290h158/springer-static/image/art%3A10.1038%2Fni.3716/MediaObjects/41590_2017_Article_BFni3716_Fig1_HTML.jpg,https://www.nature.com/articles/ni.3716,0,1,0,1,0,0,0,0,0,0,0,0,0,0
Quality of TCR signaling determined by differential affinities of enhancers for the composite BATF–IRF4 transcription factor complex,"Murphy and colleagues show that the transcription-factor complex BATF-IRF4, which recognizes AICE motifs within gene enhancers, is sensitive to TCR signaling strength and identify distinct gene targets that respond to graded doses of TCR stimulation.",Arifumi IwataVivek DuraiKenneth M Murphy,27 Mar 2017,Payed Access,https://media.springernature.com/w290h158/springer-static/image/art%3A10.1038%2Fni.3714/MediaObjects/41590_2017_Article_BFni3714_Fig1_HTML.jpg,https://www.nature.com/articles/ni.3714,1,0,1,0,0,0,0,0,0,0,0,0,0,0
The metabolic ER stress sensor IRE1α suppresses alternative activation of macrophages and impairs energy expenditure in obesity,‘Crown-like’ structures composed of apoptotic adipocytes surrounded by adipose tissue macrophages (ATMs) are a characteristic of obesity. Liu and colleagues show that engulfment of apoptotic adipocytes triggers an ER stress response in ATMs and drives the proinflammatory response that underlies obesity.,Bo ShanXiaoxia WangYong Liu,27 Mar 2017,Payed Access,https://media.springernature.com/w290h158/springer-static/image/art%3A10.1038%2Fni.3709/MediaObjects/41590_2017_Article_BFni3709_Fig1_HTML.jpg,https://www.nature.com/articles/ni.3709,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gut microbial metabolites limit the frequency of autoimmune T cells and protect against type 1 diabetes,The gut microbiota can influence immune-cell function by the production of short-chain fatty acids. Mackay and colleagues show that diets enriched for acetate and butyrate protect non-obese diabetic mice from insulitis and diabetes progression.,Eliana MariñoJames L RichardsCharles R Mackay,27 Mar 2017,Payed Access,https://media.springernature.com/w290h158/springer-static/image/art%3A10.1038%2Fni.3713/MediaObjects/41590_2017_Article_BFni3713_Fig1_HTML.jpg,https://www.nature.com/articles/ni.3713,0,0,1,1,0,0,0,0,0,0,1,0,0,0
Long noncoding RNA lncKdm2b is required for ILC3 maintenance by initiation of Zfp292 expression,"Long noncoding RNAs contribute to the cell-type-specific regulation of gene expression. Fan and colleagues identify a unique conserved lncRNA, lncKdm2b, that is transcribed divergently from the Kdm2b gene and is necessary for ILC3 maintenance in the gut.",Benyu LiuBuqing YeZusen Fan,20 Mar 2017,Payed Access,https://media.springernature.com/w290h158/springer-static/image/art%3A10.1038%2Fni.3712/MediaObjects/41590_2017_Article_BFni3712_Fig1_HTML.jpg,https://www.nature.com/articles/ni.3712,0,0,0,0,0,0,0,0,0,0,0,0,0,0
IRAP+ endosomes restrict TLR9 activation and signaling,The receptor TLR9 needs to be carefully regulated to avoid recognition of self nucleic acids and ensuing autoinflammation. Saveanu and colleagues demonstrate a further level of regulation through the retention of TLR9 in IRAP+ endosomes.,Joel BabdorDelphyne DescampsLoredana Saveanu,20 Mar 2017,Payed Access,https://media.springernature.com/w290h158/springer-static/image/art%3A10.1038%2Fni.3711/MediaObjects/41590_2017_Article_BFni3711_Fig1_HTML.jpg,https://www.nature.com/articles/ni.3711,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Epigenetic landscapes reveal transcription factors that regulate CD8+ T cell differentiation,"Distinct transcription factors influence cell fate, including the generation of effector or memory CD8+ T cells. Goldrath, Wang and colleagues have developed a Page-Rank analysis that shows that the transcription factors YY1 and Nr3c1, which are expressed constitutively, promote the differentiation of effector cells or memory cells, respectively.",Bingfei YuKai ZhangAnanda W Goldrath,13 Mar 2017,Payed Access,https://media.springernature.com/w290h158/springer-static/image/art%3A10.1038%2Fni.3706/MediaObjects/41590_2017_Article_BFni3706_Fig1_HTML.jpg,https://www.nature.com/articles/ni.3706,0,0,1,0,0,0,1,0,0,0,0,0,0,0
Opposing macrophage polarization programs show extensive epigenomic and transcriptional cross-talk,Natoli and colleagues reveal the epigenomic and transcriptional bases for gene-specific cross-repression of the cytokines IFN-γ and IL-4 in macrophages.,Viviana PiccoloAlessia CurinaGioacchino Natoli,13 Mar 2017,Payed Access,https://media.springernature.com/w290h158/springer-static/image/art%3A10.1038%2Fni.3710/MediaObjects/41590_2017_Article_BFni3710_Fig1_HTML.jpg,https://www.nature.com/articles/ni.3710,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NLRP12 attenuates colon inflammation by maintaining colonic microbial diversity and promoting protective commensal bacterial growth,The intracellular sensor NLRP12 can negatively regulate inflammation. Ting and colleagues demonstrate that an absence of NLRP12 triggers a dysbiosis that feeds forward into a process of inflammation and colitis.,Liang ChenJustin E WilsonJenny P-Y Ting,13 Mar 2017,Payed Access,https://media.springernature.com/w290h158/springer-static/image/art%3A10.1038%2Fni.3690/MediaObjects/41590_2017_Article_BFni3690_Fig1_HTML.jpg,https://www.nature.com/articles/ni.3690,0,0,0,0,0,0,0,0,0,0,0,0,0,0
THEMIS enhances TCR signaling and enables positive selection by selective inhibition of the phosphatase SHP-1,Love and colleagues show that THEMIS enhances the TCR signaling response to low-affinity ligands by inhibiting the tyrosine-phosphatase activity of SHP-1.,Seeyoung ChoiClaude WarzechaPaul E Love,27 Feb 2017,Payed Access,https://media.springernature.com/w290h158/springer-static/image/art%3A10.1038%2Fni.3692/MediaObjects/41590_2017_Article_BFni3692_Fig1_HTML.jpg,https://www.nature.com/articles/ni.3692,0,0,1,0,0,1,1,0,0,0,0,0,0,0
"Essential role for the transcription factor Bhlhe41 in regulating the development, self-renewal and BCR repertoire of B-1a cells",B-1a B cells are a distinct subset of mature B cells that provide innate-like protection against pathogens. Busslinger and colleagues identify the transcription factor Bhlhe41 as being essential for B-1a development and self-renewal.,Taras KreslavskyBojan VilagosMeinrad Busslinger,27 Feb 2017,Payed Access,https://media.springernature.com/w290h158/springer-static/image/art%3A10.1038%2Fni.3694/MediaObjects/41590_2017_Article_BFni3694_Fig1_HTML.jpg,https://www.nature.com/articles/ni.3694,0,1,0,1,0,0,0,0,0,0,0,0,0,0
Human γδ T cells are quickly reconstituted after stem-cell transplantation and show adaptive clonal expansion in response to viral infection,"γδ T cells are generally understood to be innate lymphocytes. Prinz and colleagues show that human γδ T cells reconstituted after bone-marrow transplantation have a distinct repertoire that can be shaped by infection with cytomegalovirus, which suggests features of adaptive immunity.",Sarina RavensChristian Schultze-FloreyImmo Prinz,20 Feb 2017,Payed Access,https://media.springernature.com/w290h158/springer-static/image/art%3A10.1038%2Fni.3686/MediaObjects/41590_2017_Article_BFni3686_Fig1_HTML.jpg,https://www.nature.com/articles/ni.3686,1,0,1,0,0,0,0,0,0,0,1,0,0,0
Early transcriptional and epigenetic regulation of CD8+ T cell differentiation revealed by single-cell RNA sequencing,"CD8+ T cells rapidly commence transcriptional changes after antigenic encounter and priming. Yeo and colleagues find substantial transcriptional heterogeneity among responding lymphocytes, particularly at the first division, that influences cell fate.",Boyko KakaradovJanilyn ArsenioGene W Yeo,20 Feb 2017,Payed Access,https://media.springernature.com/w290h158/springer-static/image/art%3A10.1038%2Fni.3688/MediaObjects/41590_2017_Article_BFni3688_Fig1_HTML.jpg,https://www.nature.com/articles/ni.3688,0,0,0,0,0,0,1,0,0,0,0,0,0,0
