Article,Summary,Authors,Date,Access,Figure,Link paper,TCR,BCR,T CELL,B CELL,NKC,CD4,CD8,DEEP LEARNING,MACHINE LEARNING,HLA
Ancient familial Mediterranean fever mutations in human pyrin and resistance to Yersinia pestis,Familial Mediterranean fever is an autoinflammatory disease caused by gain-of-function mutations in the pyrin inflammasome. Kastner and colleagues show that mutant pyrin better resists suppression by the plague bacterium Yersinia pestis and may have been positively selected in human Middle Eastern populations.,Yong Hwan ParkElaine F. RemmersJae Jin Chae,29 Jun 2020,Payed Access,https://media.springernature.com/w290h158/springer-static/image/art%3A10.1038%2Fs41590-020-0705-6/MediaObjects/41590_2020_705_Fig1_HTML.png,https://www.nature.com/articles/s41590-020-0705-6,0,0,0,0,0,0,0,0,0,0
The transcription factor Hhex cooperates with the corepressor Tle3 to promote memory B cell development,Generation of memory B cells is crucial for protective immunity to infectious agents. Cyster and colleagues show that the transcription factor Hhex interacting with Tle3 promotes memory B cell generation.,Brian J. LaidlawLihui DuanJason G. Cyster,29 Jun 2020,Payed Access,https://media.springernature.com/w290h158/springer-static/image/art%3A10.1038%2Fs41590-020-0713-6/MediaObjects/41590_2020_713_Fig1_HTML.png,https://www.nature.com/articles/s41590-020-0713-6,0,0,1,1,0,0,0,0,0,0
Serum amyloid A is a soluble pattern recognition receptor that drives type 2 immunity,"Smole and colleagues show that the soluble pattern recognition receptor serum amyloid A (SAA) recognizes several mite allergenic proteins, including Der p 13 and Blo t 13, which are conserved fatty acid-binding proteins. Such FABP–SAA1 binding triggers epithelial cell release of the type-2-promoting cytokine IL-33, which in turn drives IL-13 production and allergic syptoms.",Ursula SmoleNaina GourMarsha Wills-Karp,22 Jun 2020,Payed Access,https://media.springernature.com/w290h158/springer-static/image/art%3A10.1038%2Fs41590-020-0698-1/MediaObjects/41590_2020_698_Fig1_HTML.png,https://www.nature.com/articles/s41590-020-0698-1,0,0,0,0,0,0,0,0,0,0
Bcl-6 is the nexus transcription factor of T follicular helper cells via repressor-of-repressor circuits,Bcl-6 is the signature transcription factor for TFH cells. Crotty and colleagues provide a comprehensive transcriptional map depicting the regulatory circuitry controlled by Bcl-6 in determining TFH cell fate and function.,Jinyong ChoiHuitian DiaoShane Crotty,22 Jun 2020,Payed Access,https://media.springernature.com/w290h158/springer-static/image/art%3A10.1038%2Fs41590-020-0706-5/MediaObjects/41590_2020_706_Fig1_HTML.png,https://www.nature.com/articles/s41590-020-0706-5,0,0,1,0,0,1,0,0,0,0
Tet2 and Tet3 in B cells are required to repress CD86 and prevent autoimmunity,"Ten–eleven translocation (Tet) enzymes oxidize 5-methylcytosine, facilitating DNA demethylation. Kurosaki and colleagues show that B cell–specific loss of Tet2 and Tet3 leads to lupus-like autoimmunity in mice, in part through increased B cell expression of CD86 and enhanced activation of CD4+ T cells.",Shinya TanakaWataru IseTomohiro Kurosaki,22 Jun 2020,Payed Access,https://media.springernature.com/w290h158/springer-static/image/art%3A10.1038%2Fs41590-020-0700-y/MediaObjects/41590_2020_700_Fig1_HTML.png,https://www.nature.com/articles/s41590-020-0700-y,0,0,1,1,0,0,1,0,0,0
Peripherally induced brain tissue–resident memory CD8+ T cells mediate protection against CNS infection,Harty and colleagues show that peripheral infections can establish and maintain functional antigen-specific tissue-resident memory CD8+ T cells in the central nervous system.,Stina L. UrbanIsaac J. JensenJohn T. Harty,22 Jun 2020,Payed Access,https://media.springernature.com/w290h158/springer-static/image/art%3A10.1038%2Fs41590-020-0711-8/MediaObjects/41590_2020_711_Fig1_HTML.png,https://www.nature.com/articles/s41590-020-0711-8,0,0,1,0,0,0,1,0,0,0
Guanylate-binding proteins convert cytosolic bacteria into caspase-4 signaling platforms,How lipopolysaccharide embedded in bacterial membranes is sensed by intracellular defense mechanisms has been puzzling. Randow and colleagues show that guanylate-binding proteins assemble on the surface of Gram-negative bacteria to initiate downstream pyroptosis.,Michal P. WandelBae-Hoon KimFelix Randow,15 Jun 2020,Payed Access,https://media.springernature.com/w290h158/springer-static/image/art%3A10.1038%2Fs41590-020-0697-2/MediaObjects/41590_2020_697_Fig1_HTML.png,https://www.nature.com/articles/s41590-020-0697-2,0,0,0,0,0,0,0,0,0,0
Redox homeostasis maintained by GPX4 facilitates STING activation,"Zhao and colleagues show that STING activation is sensitive to membrane lipid peroxidation that occurs upon reactive oxygen species (ROS) production. The lipid hydroperoxidase glutathione peroxidase 4 (GPX4) reduces such oxidized lipids. Lack of GPX4 leads to STING protein carbonylation, which impedes its trafficking from the ER to the Golgi.",Mutian JiaDanhui QinWei Zhao,15 Jun 2020,Payed Access,https://media.springernature.com/w290h158/springer-static/image/art%3A10.1038%2Fs41590-020-0699-0/MediaObjects/41590_2020_699_Fig1_HTML.png,https://www.nature.com/articles/s41590-020-0699-0,0,0,1,0,0,0,0,0,0,0
Interferon-mediated reprogramming of membrane cholesterol to evade bacterial toxins,"Bensinger and colleagues show that interferons promote host cell resistance to bacterial cytolysins by decreasing cholesterol synthesis and promoting the esterification of cholesterol, which alters the availability of this pool of ‘free’ cholesterol needed for pore formation.",Quan D. ZhouXun ChiSteven J. Bensinger,08 Jun 2020,Payed Access,https://media.springernature.com/w290h158/springer-static/image/art%3A10.1038%2Fs41590-020-0695-4/MediaObjects/41590_2020_695_Fig1_HTML.png,https://www.nature.com/articles/s41590-020-0695-4,0,0,0,0,0,0,0,0,0,0
"Alveolar macrophages are epigenetically altered after inflammation, leading to long-term lung immunoparalysis",Sepsis and physical trauma can increase the susceptibility of patients to pneumonia. Roquilly and colleagues demonstrate that sepsis results in durable impairment of alveolar phagocytic function that is dependent on the localized expression of the inhibitory receptor SIRPα.,Antoine RoquillyCedric JacquelineKarim Asehnoune,18 May 2020,Payed Access,https://media.springernature.com/w290h158/springer-static/image/art%3A10.1038%2Fs41590-020-0673-x/MediaObjects/41590_2020_673_Fig1_HTML.png,https://www.nature.com/articles/s41590-020-0673-x,0,0,0,0,0,0,0,0,0,0
Deubiquitination of NLRP6 inflammasome by Cyld critically regulates intestinal inflammation,"NLRP6 is highly expressed in the gut; however, persistent NLRP6 activation can lead to excessive IL-18 production and intestinal bowel disease. Venuprasad and colleagues identify the K63-linked ubiquitin deubiquitinase Cyld as a negative regulator of NLRP6.",Sandip MukherjeeRitesh KumarK. Venuprasad,18 May 2020,Payed Access,https://media.springernature.com/w290h158/springer-static/image/art%3A10.1038%2Fs41590-020-0681-x/MediaObjects/41590_2020_681_Fig1_HTML.png,https://www.nature.com/articles/s41590-020-0681-x,0,0,0,0,0,0,0,0,0,0
Infection-induced plasmablasts are a nutrient sink that impairs humoral immunity to malaria,"Early humoral responses to malaria fail to induce durable protective antibodies. Butler and colleagues report that low-affinity, short-lived plasmablasts become nutrient sinks for glutamine and starve germinal center B and T cells, thereby reducing the generation of high-affinity B cells and long-lived plasma cells and memory B cells.",Rahul VijayJenna J. GuthmillerNoah S. Butler,18 May 2020,Payed Access,https://media.springernature.com/w290h158/springer-static/image/art%3A10.1038%2Fs41590-020-0678-5/MediaObjects/41590_2020_678_Fig1_HTML.png,https://www.nature.com/articles/s41590-020-0678-5,0,0,0,1,0,0,0,0,0,0
Remodeling of light and dark zone follicular dendritic cells governs germinal center responses,"Ludewig and colleagues use fate-mapping reporter cells, single-cell RNA-seq analysis and high-resolution microscopy to identify and track the spatial reorganization of follicular reticular cells within germinal centers during the course of an immune response.",Natalia B. PikorUrs MörbeBurkhard Ludewig,18 May 2020,Payed Access,https://media.springernature.com/w290h158/springer-static/image/art%3A10.1038%2Fs41590-020-0672-y/MediaObjects/41590_2020_672_Fig1_HTML.png,https://www.nature.com/articles/s41590-020-0672-y,0,0,1,1,0,0,0,0,0,0
A highly polarized TH2 bladder response to infection promotes epithelial repair at the expense of preventing new infections,Abraham and colleagues show that a highly polarized TH2 bladder response to urinary tract infections promotes epithelial repair at the expense of preventing new infections and associated bladder dysfunction.,Jianxuan WuByron W. HayesSoman N. Abraham,18 May 2020,Payed Access,https://media.springernature.com/w290h158/springer-static/image/art%3A10.1038%2Fs41590-020-0688-3/MediaObjects/41590_2020_688_Fig1_HTML.png,https://www.nature.com/articles/s41590-020-0688-3,0,0,0,0,0,0,0,0,0,0
Adoptive cellular therapy with T cells expressing the dendritic cell growth factor Flt3L drives epitope spreading and antitumor immunity,"Immunoselection underpins tumor antigenic variability and is a key impediment to adoptive cell therapies. Darcy, Beavis and colleagues use T cells engineered to express the dendritic cell growth factor Flt3L to co-opt the host endogenous adaptive immune response and control experimental tumor models.",Junyun LaiSherly MardianaPaul A. Beavis,18 May 2020,Payed Access,https://media.springernature.com/w290h158/springer-static/image/art%3A10.1038%2Fs41590-020-0676-7/MediaObjects/41590_2020_676_Fig1_HTML.png,https://www.nature.com/articles/s41590-020-0676-7,0,0,1,0,0,0,0,0,0,0
Type 1 Treg cells promote the generation of CD8+ tissue-resident memory T cells,Tissue-resident memory T (TRM) cells provide rapid front-line protection against infection. Veldhoen and colleagues demonstrate that the type 1 regulatory T cell subset supports generation of TRM cells.,Cristina FerreiraLeandro BarrosMarc Veldhoen,18 May 2020,Payed Access,https://media.springernature.com/w290h158/springer-static/image/art%3A10.1038%2Fs41590-020-0674-9/MediaObjects/41590_2020_674_Fig1_HTML.png,https://www.nature.com/articles/s41590-020-0674-9,0,0,1,0,0,0,1,0,0,0
FDA-approved disulfiram inhibits pyroptosis by blocking gasdermin D pore formation,Disulfiram is an FDA-approved drug for treating alcoholism. Wu and colleagues show that disulfiram can be repurposed to efficiently inhibit pyroptosis by specifically blocking gasdermin-mediated pore formation.,Jun Jacob HuXing LiuHao Wu,04 May 2020,Payed Access,https://media.springernature.com/w290h158/springer-static/image/art%3A10.1038%2Fs41590-020-0669-6/MediaObjects/41590_2020_669_Fig1_HTML.png,https://www.nature.com/articles/s41590-020-0669-6,0,0,0,0,0,0,0,0,0,0
Novel specialized cell state and spatial compartments within the germinal center,"Germinal centers are typically divided into dark and light zones. Clark and colleagues identify ‘gray zone’ cyclin B1+ B cell clusters as sites of ongoing cell proliferation, and these cells are distinct from dark zone B cells that undergo AID-dependent somatic hypermutation. This separation of function safeguards B cells undergoing DNA replication against potential mutagenic events that could result in neoplastic transformation.",Domenick E. KennedyMichael K. OkoreehMarcus R. Clark,27 Apr 2020,Payed Access,https://media.springernature.com/w290h158/springer-static/image/art%3A10.1038%2Fs41590-020-0660-2/MediaObjects/41590_2020_660_Fig1_HTML.png,https://www.nature.com/articles/s41590-020-0660-2,0,0,0,1,0,0,0,0,0,0
Regulatory myeloid cells paralyze T cells through cell–cell transfer of the metabolite methylglyoxal,"Myeloid-derived suppressor cells (MDSCs) residing within tumors can impede immune responses. Knolle and colleagues show that MDSCs poison immune cells by producing methylglyoxal, which functionally alters their cellular metabolism and hence their effector responses.",Tobias BaumannAndreas DunkelBastian Höchst,23 Apr 2020,Payed Access,https://media.springernature.com/w290h158/springer-static/image/art%3A10.1038%2Fs41590-020-0666-9/MediaObjects/41590_2020_666_Fig1_HTML.png,https://www.nature.com/articles/s41590-020-0666-9,0,0,1,0,0,0,1,0,0,0
Cxcl10+ monocytes define a pathogenic subset in the central nervous system during autoimmune neuroinflammation,"Mildner and colleagues characterize two subsets (Cxcl10+ and Saa3+) of monocytes with pathogenic potential in the central nervous system of mice with experimentally induced autoimmune encephalomyelitis and show these pathogenic cells are not derived from Ly6C+ monocytes, but from early myeloid cell progenitors.",Amir GiladiLisa Katharina WagnerAlexander Mildner,20 Apr 2020,Payed Access,https://media.springernature.com/w290h158/springer-static/image/art%3A10.1038%2Fs41590-020-0661-1/MediaObjects/41590_2020_661_Fig1_HTML.png,https://www.nature.com/articles/s41590-020-0661-1,0,0,0,0,0,0,0,0,0,0
Adaptive response to inflammation contributes to sustained myelopoiesis and confers a competitive advantage in myelodysplastic syndrome HSCs,Starczynowski and colleagues show that myelodysplastic syndrome HSPCs have a competitive advantage as compared to normal HSPCs during chronic inflammation due to a switch from canonical to noncanonical signaling for the activation of NF-κB.,Tomoya MutoCallum S. WalkerDaniel T. Starczynowski,20 Apr 2020,Payed Access,https://media.springernature.com/w290h158/springer-static/image/art%3A10.1038%2Fs41590-020-0663-z/MediaObjects/41590_2020_663_Fig1_HTML.png,https://www.nature.com/articles/s41590-020-0663-z,0,0,0,0,0,0,0,0,0,0
Transcriptional profiling and therapeutic targeting of oxidative stress in neuroinflammation,"Oxidative stress can promote neurodegeneration. Akassoglou and colleagues describe Tox-seq, a functional single-cell RNA sequencing method to identify oxidative stress transcriptional signatures in CNS-resident cells. Tox-seq identified coagulation and glutathione-redox pathway genes that are coupled to oxidative stress and that could be targeted by the glutathione-regulating small molecule acivicin.",Andrew S. MendiolaJae Kyu RyuKaterina Akassoglou,13 Apr 2020,Payed Access,https://media.springernature.com/w290h158/springer-static/image/art%3A10.1038%2Fs41590-020-0654-0/MediaObjects/41590_2020_654_Fig1_HTML.png,https://www.nature.com/articles/s41590-020-0654-0,0,0,0,0,0,0,0,0,0,0
